submitter_id	Immune_composite	Stroma_composite	Immune_Stroma_ratio	Immune_Exclusion_index
TCGA-A2-A0YM	0.051663816086734	0.037340407135131	0.580458249713622	0.419530514990697
TCGA-BH-A0BW	0.0699799907516883	0.0521283137792232	0.573093025306463	0.426898785309412
TCGA-A2-A3XX	0.0488585577191665	0.0217880498912703	0.691581206664224	0.30840463857479
TCGA-B6-A0WX	0.0371605368529835	0.0668017355484231	0.357439083963278	0.642551297255234
TCGA-A7-A26G	0.0390312184582415	0.114280630701517	0.25458543541624	0.745408041973259
TCGA-BH-A1F6	0.0585539387789739	0.0377055226722164	0.608286495786894	0.391703115731845
TCGA-C8-A131	0.0319028540700218	0.057090955475739	0.358479940941022	0.641508822448607
TCGA-A2-A0T2	0.0373797279344353	0.0759373298541802	0.329865589508812	0.670125585772344
TCGA-E9-A1NC	0.0582118479682013	0.0439328628899858	0.569890282020937	0.430099928042789
TCGA-BH-A18G	0.0365418528289742	0.0657216815661719	0.357326741329286	0.642663480109594
TCGA-AC-A2BK	0.0284056799880729	0.0490241174779435	0.366852478828464	0.633134606413679
TCGA-A8-A07U	0.085241758813033	0.098004863561979	0.465172522885933	0.534822020017342
TCGA-BH-A0RX	0.0855322397596484	0.105573301325426	0.447563119891182	0.55243164742555
TCGA-AR-A5QQ	0.0972641589589814	0.0207076438438052	0.824462559574654	0.175528963895364
TCGA-AC-A2QH	0.0223096654627611	0.074077037738462	0.231457589732027	0.768532035500583
TCGA-AR-A0U0	0.0798329634508935	0.0465027250507267	0.631906411334105	0.368085673308829
TCGA-AC-A2QH.1	0.0280349235303569	0.137705668289183	0.16914839071222	0.830845575799209
TCGA-C8-A134	0.0527833418632739	0.0430442147948032	0.550810152046937	0.449179412650322
TCGA-AO-A128	0.123169539425654	0.0327355174641831	0.790024081698669	0.209969504182342
TCGA-AO-A124	0.0293785617963224	0.037054126852082	0.442223853500088	0.557761093896025
TCGA-B6-A0RT	0.141711263337822	0.0329922967499159	0.811148050552622	0.188846225498332
TCGA-A1-A0SP	0.0543860911195638	0.0373541755093403	0.592820364466484	0.4071687353134
TCGA-E2-A574	0.0318903716351137	0.0270078108644472	0.541439970501314	0.458543051334346
TCGA-A2-A04Q	0.124061007007671	0.060441690025281	0.672403908445878	0.327590671608527
TCGA-AR-A0U4	0.0755203119899193	0.0379753344272958	0.665396858619996	0.334594330546984
TCGA-A1-A0SO	0.0342106747701889	0.0275582842649423	0.55384001065521	0.4461438002455
TCGA-BH-A0E6	0.0476816602737794	0.0731294694922132	0.394676100538386	0.60531562214706
TCGA-AR-A2LR	0.0262572893371473	0.0891637016883436	0.227489485355944	0.772501850783806
TCGA-A7-A0DA	0.0124435959643664	0.0369479798019606	0.251932517616336	0.748047236425958
TCGA-E9-A22G	0.035376454679784	0.0301978494716746	0.539478316380743	0.460506433975921
TCGA-AR-A0TS	0.0890804406464186	0.0941880081082603	0.486062686671034	0.513931856882151
TCGA-GM-A2DF	0.0760815718037129	0.0509406515951693	0.598957968219711	0.401034159204131
TCGA-B6-A0I6	0.0231005363148542	0.0436186993791163	0.346229836789107	0.653755175254247
TCGA-AN-A0FJ	0.0351578643662765	0.0547247603284457	0.391148715749788	0.608840158753178
TCGA-AO-A0JL	0.0335030588637474	0.0733215757798714	0.313623775562083	0.68636686338892
TCGA-HN-A2NL	0.0543519011302468	0.0116019015561979	0.824077988507385	0.175906849594478
TCGA-AR-A1AH	0.0230254736941303	0.0587602943134571	0.281530548951319	0.718457224131976
TCGA-BH-A0AV	0.0258199936181618	0.118389437165451	0.17904386997432	0.820949195714517
TCGA-A2-A0YJ	0.0246281710802883	0.0482124132973608	0.338105922471468	0.661880349106662
TCGA-B6-A402	0.026057739520835	0.0352405797965164	0.425090193676247	0.574893492928904
TCGA-A2-A1G1	0.0649657257949649	0.0689321364849249	0.485185047048171	0.514807484628477
TCGA-OL-A5S0	0.0620019934328343	0.0585880297576369	0.514150985640974	0.485840721867815
TCGA-B6-A0I1	0.023563978058523	0.0253474722363826	0.481758282736804	0.518221272570813
TCGA-BH-A0B9	0.0830488013935739	0.0552936986102941	0.600308662071235	0.399684109544345
TCGA-AR-A251	0.0272055835776671	0.0564660894610117	0.325142995791362	0.674845052875381
TCGA-A7-A13E	0.0648150494153391	0.0640050046864119	0.503140188281211	0.496852049012553
TCGA-A2-A04P	0.0535183729138184	0.0497159360102088	0.518411515126124	0.481578798265579
TCGA-S3-AA0Z	0.0532738286741639	0.0203896418295513	0.72319570492911	0.276790720005555
TCGA-D8-A1XK	0.0583667004851105	0.0567630021023291	0.50696034310033	0.493030971119269
TCGA-PL-A8LV	0.0494025199747942	0.0352059661342681	0.583888665995607	0.416099514998677
TCGA-A7-A6VV	0.0456570250649368	0.0344182994646065	0.570168839955837	0.429818671958504
TCGA-A2-A3XT	0.0631643748361426	0.0436488210856952	0.591348128317735	0.408642509630795
TCGA-EW-A1P8	0.0589666795475295	0.0461504659124201	0.56095623918704	0.439034247707534
TCGA-A8-A07R	0.0325505613954656	0.0439705234749803	0.425374732674556	0.574612199202671
TCGA-EW-A6SB	0.11010568614279	0.0196082154194633	0.848828352153107	0.151163938632393
TCGA-A2-A0D2	0.0504099415020941	0.0599486669820486	0.456778908465749	0.543212030248028
TCGA-A7-A0CE	0.0267146056302965	0.0702156971042485	0.275603493161098	0.724386190254148
TCGA-E2-A1II	0.127328099848618	0.0450226195702547	0.738768956166709	0.261225241744381
TCGA-AO-A12F	0.0251459466145715	0.107597406260396	0.189431384988984	0.810561081733868
TCGA-PL-A8LZ	0.0657591723913016	0.111814007379362	0.370319448898648	0.629674919651998
TCGA-D8-A143	0.0432729635217781	0.0425296246258757	0.50432580333718	0.495662542138556
TCGA-E2-A1LI	0.0442465168263902	0.0481423640963685	0.478910854570555	0.521078321733278
TCGA-AN-A0FL	0.0181266286924004	0.0421639064595457	0.300649645870152	0.699333768053586
TCGA-C8-A12V	0.136807900654055	0.0396816443200024	0.775157109261375	0.224837224712719
TCGA-A7-A26F	0.0427394554079183	0.0528360057768868	0.447175537554984	0.552813999617793
TCGA-A7-A26F.1	0.0361225138307433	0.0754769280164181	0.323677157839694	0.676313881622306
TCGA-EW-A1PH	0.0280658672285809	0.047931988703566	0.369293285857337	0.63069355604985
TCGA-BH-A18T	0.0447996900723913	0.0687450617905708	0.394551881839312	0.605439311138112
TCGA-AC-A62X	0.0340509157200003	0.0532392221180229	0.390084452595691	0.609904091487652
TCGA-A1-A0SK	0.0265797662632823	0.0422480950245039	0.386171814642514	0.613813656568526
TCGA-BH-A0BL	0.0397254496171382	0.141713946117256	0.218944901747742	0.781049586800434
TCGA-E2-A14N	0.0610813008043994	0.0563639904383388	0.52007858364941	0.479912901820336
TCGA-B6-A0RU	0.0266467225804187	0.098621812593839	0.212715107015855	0.78727691019728
TCGA-C8-A12K	0.0846593920445344	0.0368759368470416	0.696576840987686	0.303414931019836
TCGA-BH-A18V	0.0614425107417824	0.0577027843343717	0.51568964609861	0.484301960858205
TCGA-BH-A18Q	0.0303018559656692	0.059743681383182	0.336513283662159	0.663475610969112
TCGA-A7-A4SE	0.0271958384086175	0.0685530962294736	0.284029837841774	0.715959718286867
TCGA-D8-A27H	0.0206434701036562	0.0647520224819545	0.241736744433162	0.758251545484026
TCGA-B6-A400	0.0681577128149633	0.0175182412337921	0.795519793761312	0.204468534488553
TCGA-BH-A0WA	0.0303535608626503	0.0677093348978345	0.309528401123152	0.690461401443917
TCGA-BH-A0DL	0.0785923145072691	0.0196169899850518	0.80024509559905	0.199744722170021
TCGA-AQ-A54N	0.0417906873596771	0.020505852779983	0.670824036807709	0.329159911194126
TCGA-A7-A13E.1	0.0258709342172438	0.0550096790073548	0.319861748372937	0.680125887877626
TCGA-A7-A13E.2	0.0231984465252711	0.0612479030318082	0.274708994976697	0.725279163325425
TCGA-A8-A07O	0.0423216474925142	0.0394301691539573	0.517678157506526	0.482309610499018
TCGA-E2-A1B6	0.160683039528355	0.0220979144290067	0.879096847634303	0.12089768136608
TCGA-GM-A3XL	0.0765099737239041	0.0209859434092135	0.784742492108146	0.215247251157289
TCGA-OL-A66I	0.113356606368106	0.0237757968196558	0.826615570918918	0.173377136911729
TCGA-AN-A0G0	0.0417135479284646	0.0618025548940307	0.402962861122499	0.597027478638055
TCGA-B6-A0IQ	0.05059398859479	0.0377811819692096	0.572484508798118	0.427504175934502
TCGA-AN-A0AL	0.0466647842182022	0.0760980210020521	0.380118424436905	0.619873429839702
TCGA-E2-A1LL	0.0349567328368323	0.0579298151607345	0.376333896097117	0.623655338197236
TCGA-S3-AA10	0.100338346203182	0.0176290312714191	0.85055290537318	0.149438617778859
TCGA-A2-A3XY	0.0487839977099626	0.120290950822427	0.288533041709461	0.71146104378875
TCGA-BH-A1F0	0.0789105317189675	0.0941156360571527	0.456058622083382	0.543935598477396
TCGA-BH-A0BG	0.063484211737963	0.0524601647328048	0.547535517761406	0.452455857487608
TCGA-E2-A1LK	0.0363316237114383	0.0316612691185085	0.534336573467031	0.465648719329743
TCGA-B6-A409	0.0403273415731872	0.0438757948772996	0.478923521731028	0.521064602367833
TCGA-LL-A6FR	0.0390926612215596	0.0334869794674866	0.538610032240449	0.461376189980925
TCGA-E2-A14Y	0.030507235876619	0.0421006172519837	0.420158624769702	0.579827602805078
TCGA-E9-A243	0.101578987423659	0.0569317776279668	0.640829325132906	0.359164366187107
TCGA-A7-A5ZV	0.0487750294082696	0.0423973147933234	0.534970279256438	0.465018752625536
TCGA-D8-A142	0.0359261447782104	0.100426838167727	0.26347704703613	0.736515619111361
TCGA-E2-A1LS	0.011969293481934	0.0622483263127923	0.161270763523205	0.838715762768947
TCGA-LL-A8F5	0.0580573872432743	0.0566556423083812	0.506105377608858	0.493885905061589
TCGA-B6-A3ZX	0.111328231160619	0.0323494412951026	0.774841730215233	0.225151309809547
TCGA-AR-A0TU	0.074290593434355	0.0615479565339144	0.546899584485582	0.453093053888145
TCGA-OL-A5RW	0.0452167700629294	0.0156313903047318	0.743096039283399	0.256887526636098
TCGA-C8-A1HJ	0.0417005506552485	0.055816745727794	0.427617710746841	0.572372034767211
TCGA-BH-A5IZ	0.0330965161062017	0.0235649016687736	0.584099962653176	0.415882388964717
TCGA-A2-A3XU	0.0388325648484768	0.0221282150513806	0.636998540926257	0.362985055353221
TCGA-D8-A1JM	0.0291049166921984	0.0201386324060236	0.591028189417399	0.408951503766551
TCGA-AN-A0AT	0.0528149426326169	0.0400757155135748	0.568564967905917	0.431424266864783
TCGA-B6-A0RE	0.0314956850139638	0.0414635200351343	0.431683066032627	0.568303227865542
TCGA-BH-A0E0	0.0442375326859797	0.0463348294470898	0.48841659008955	0.51157236913669
TCGA-E9-A244	0.0304043295491016	0.0792410480279572	0.277294427968983	0.722696451802679
TCGA-AN-A0FX	0.0209875578067831	0.0687419984638737	0.233895327066487	0.766093528457857
TCGA-A2-A0SX	0.0577852692263086	0.0711226909611511	0.448264179171697	0.551728063415641
TCGA-A2-A3Y0	0.0764827814735939	0.0160700407973464	0.826360052961396	0.173629142514539
TCGA-BH-A0B3	0.0513886605504103	0.0507699473732139	0.503023274999539	0.49696693639594
TCGA-E2-A159	0.0641539699284497	0.0489612276295077	0.567151047449054	0.432840112084049
TCGA-AN-A0XU	0.0390838340204656	0.0613121810319374	0.389292789233479	0.610697250311028
TCGA-LL-A5YP	0.0523823913834227	0.0772540940738461	0.404068246145433	0.595924040036326
TCGA-B6-A0IJ	0.0844786219001645	0.018552074665231	0.819928475569117	0.180061818679805
TCGA-AC-A7VC	0.0421711974402764	0.0919104814212395	0.314516370036371	0.685476171878749
TCGA-AR-A1AJ	0.109012400092272	0.0886487666322563	0.551508677147088	0.448486263715817
TCGA-E2-A14R	0.0599453344920442	0.0450441147113475	0.570959882035706	0.429030593288407
TCGA-A2-A0ST	0.162953170695297	0.0366473585337592	0.816392396013647	0.183602594004697
TCGA-D8-A27F	0.0240076220774574	0.0726695501885196	0.248325154631685	0.75166450177186
TCGA-EW-A1P4	0.0648960259257645	0.0432227024744819	0.600223723144467	0.399767027849687
TCGA-B6-A0X1	0.0703296229699075	0.032305346620321	0.685233678316644	0.314756578510431
TCGA-EW-A3U0	0.0996056331756862	0.0659435203390301	0.60166439632345	0.398329563210995
